Legende	layer.Nr	THICK	STONEF	PSIF	THETAF	THSAT	BEXP	KF	WETINF	SWATMX
594	6	0.23	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	90.045
594	7	0.15	0	-3.8	0.203	0.41	4.38	3.5	0.92	61.5
595	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
595	2	0.14	0.1	-25	0.365	0.485	5.3	13.1	0.92	61.11
595	3	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
595	4	0.23	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	90.045
595	5	0.23	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	98.532
596	1	0.3	0	-6	0.397	0.477	7.75	4.9	0.92	143.1
596	2	0.32	0	-14.8	0.402	0.476	8.52	7.3	0.92	152.32
596	3	0.43	0	-6	0.397	0.477	7.75	4.9	0.92	205.11
596	4	0.25	0	-6	0.397	0.477	7.75	4.9	0.92	119.25
596	5	0.4	0	-7.7	0.425	0.482	11.4	4.3	0.94	192.8
597	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
597	2	0.18	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	73.062
597	3	0.22	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	72.16
597	4	0.16	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	52.48
597	5	0.34	0.2	-7	0.188	0.395	4.05	4	0.92	107.44
597	6	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
598	1	0.2	0	-8.5	0.324	0.451	5.39	6.3	0.92	90.2
598	2	0.58	0	-25	0.365	0.485	5.3	13.1	0.92	281.3
598	3	0.42	0	-8.5	0.324	0.451	5.39	6.3	0.92	189.42
598	4	0.2	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
598	5	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
599	1	0.3	0	-8.5	0.324	0.451	5.39	6.3	0.92	135.3
599	2	0.16	0.1	-25	0.365	0.485	5.3	13.1	0.92	69.84
599	3	0.14	0.1	-25	0.365	0.485	5.3	13.1	0.92	61.11
599	4	0.3	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	98.4
599	5	0.5	0.2	-7	0.188	0.395	4.05	4	0.92	158
600	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
600	2	0.21	0	-7	0.188	0.395	4.05	4	0.92	82.95
600	3	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
601	1	0.04	0	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
601	2	0.96	0	-7.9	0.266	0.435	4.9	5.5	0.92	417.6
603	1	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
603	2	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
603	3	0.2	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
603	4	0.2	0.2	-7	0.188	0.395	4.05	4	0.92	63.2
603	5	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
604	1	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
604	2	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
604	3	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
604	4	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
604	5	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
605	1	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
605	2	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
605	3	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
605	4	0.1	0	-3.8	0.203	0.41	4.38	3.5	0.92	41
605	5	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
606	1	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
606	2	0.08	0	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
606	3	0.23	0	-7.9	0.266	0.435	4.9	5.5	0.92	100.05
606	4	0.29	0.2	-7	0.188	0.395	4.05	4	0.92	91.64
607	1	0.31	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	114.39
607	2	0.11	0.1	-7	0.188	0.395	4.05	4	0.92	39.105
607	3	0.27	0.1	-7	0.188	0.395	4.05	4	0.92	95.985
607	4	0.31	0.2	-7	0.188	0.395	4.05	4	0.92	97.96
608	1	0.3	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	110.7
608	2	0.13	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	47.97
608	3	0.52	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	196.56
608	4	0.05	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	20.295
609	1	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
609	2	0.7	0.1	-7	0.188	0.395	4.05	4	0.92	248.85
609	3	0.3	0.4	-7	0.188	0.395	4.05	4	0.92	71.1
609	4	0.1	0.4	-7	0.188	0.395	4.05	4	0.92	23.7
610	1	0.31	0.1	-7	0.188	0.395	4.05	4	0.92	110.205
610	2	0.32	0	-7	0.188	0.395	4.05	4	0.92	126.4
610	3	0.19	0	-7	0.188	0.395	4.05	4	0.92	75.05
610	4	0.38	0	-7	0.188	0.395	4.05	4	0.92	150.1
611	1	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
611	2	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
611	3	0.55	0.2	-7	0.188	0.395	4.05	4	0.92	173.8
612	1	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
612	2	0.19	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	74.385
612	3	0.36	0.2	-7	0.188	0.395	4.05	4	0.92	113.76
612	4	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
612	5	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
613	1	0.32	0.4	-7	0.188	0.395	4.05	4	0.92	75.84
613	2	0.1	0.4	-7	0.188	0.395	4.05	4	0.92	23.7
613	3	0.21	0.4	-7	0.188	0.395	4.05	4	0.92	49.77
613	4	0.25	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	82
613	5	0.12	0	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
614	1	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
614	2	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
614	3	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
614	4	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
614	5	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
615	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
615	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
615	3	0.35	0	-7.7	0.425	0.482	11.4	4.3	0.94	168.7
615	4	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
616	1	0.06	0	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
616	2	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
616	3	0.49	0	-7.9	0.266	0.435	4.9	5.5	0.92	213.15
616	4	0.35	0	-6.3	0.317	0.42	7.12	4.2	0.92	147
617	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
617	2	0.45	0	-25	0.365	0.485	5.3	13.1	0.92	218.25
617	3	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
617	4	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
618	1	0.4	0.05	-25	0.365	0.485	5.3	13.1	0.92	184.3
619	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
619	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
619	3	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
620	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
620	2	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
620	3	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
620	4	0.1	0	-3.8	0.203	0.41	4.38	3.5	0.92	41
620	5	0.1	0	-3.8	0.203	0.41	4.38	3.5	0.92	41
621	1	0.09	0	-25	0.365	0.485	5.3	13.1	0.92	43.65
621	2	0.81	0	-25	0.365	0.485	5.3	13.1	0.92	392.85
621	3	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
622	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
622	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
622	3	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
622	4	0.15	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	58.725
622	5	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
623	1	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
623	2	0.45	0	-25	0.365	0.485	5.3	13.1	0.92	218.25
623	3	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
623	4	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
624	1	0.3	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	110.7
624	2	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
624	3	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
624	4	0.18	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	44.28
624	5	0.26	0.4	-7	0.188	0.395	4.05	4	0.92	61.62
624	6	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
624	7	0.1	0.4	-7	0.188	0.395	4.05	4	0.92	23.7
625	1	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
625	2	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
625	3	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
625	4	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
625	5	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
625	6	0.35	0.2	-7	0.188	0.395	4.05	4	0.92	110.6
626	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
626	2	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
626	3	0.35	0	-7.7	0.425	0.482	11.4	4.3	0.94	168.7
626	4	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
627	1	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
627	2	0.55	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	223.245
627	3	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
627	4	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
628	1	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
628	2	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
628	3	0.3	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
628	4	0.25	0	-6.3	0.317	0.42	7.12	4.2	0.92	105
628	5	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
629	1	0.25	0	-8.5	0.324	0.451	5.39	6.3	0.92	112.75
629	2	0.2	0	-14.8	0.402	0.476	8.52	7.3	0.92	95.2
629	3	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
629	4	0.15	0	-14.8	0.402	0.476	8.52	7.3	0.92	71.4
629	5	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
630	1	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
631	1	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
631	2	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
631	3	0.3	0.6	-7	0.188	0.395	4.05	4	0.92	47.4
632	1	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
632	2	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
632	3	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
632	4	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
632	5	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
633	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
633	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
633	3	0.35	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	94.71
634	1	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
634	2	0.7	0	-7.9	0.266	0.435	4.9	5.5	0.92	304.5
634	3	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
636	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
636	2	0.18	0	-25	0.365	0.485	5.3	13.1	0.92	87.3
636	3	0.19	0.1	-25	0.365	0.485	5.3	13.1	0.92	82.935
636	4	0.11	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	43.065
636	5	0.37	0	-7	0.188	0.395	4.05	4	0.92	146.15
637	1	0.26	0	-7.9	0.266	0.435	4.9	5.5	0.92	113.1
637	2	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
637	3	0.11	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	43.065
637	4	0.24	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	93.96
637	5	0.24	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	88.56
637	6	0.2	0.2	-7	0.188	0.395	4.05	4	0.92	63.2
638	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
638	2	0.15	0	-8.5	0.324	0.451	5.39	6.3	0.92	67.65
638	3	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
638	4	0.13	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	50.895
638	5	0.37	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	144.855
638	6	0.2	0	-7.7	0.425	0.482	11.4	4.3	0.94	96.4
639	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
639	2	0.22	0	-25	0.365	0.485	5.3	13.1	0.92	106.7
639	3	0.16	0	-25	0.365	0.485	5.3	13.1	0.92	77.6
639	4	0.11	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	44.649
639	5	0.31	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	117.18
639	6	0.2	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	75.6
640	1	0.3	0	-8.5	0.324	0.451	5.39	6.3	0.92	135.3
640	2	0.32	0	-25	0.365	0.485	5.3	13.1	0.92	155.2
640	3	0.12	0	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
640	4	0.6	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	216.48
640	5	0.24	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	102.816
640	6	0.26	0	-6.3	0.317	0.42	7.12	4.2	0.92	109.2
641	1	0.28	0	-7.9	0.266	0.435	4.9	5.5	0.92	121.8
641	2	0.11	0	-8.5	0.324	0.451	5.39	6.3	0.92	49.61
641	3	0.19	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	71.82
641	4	0.11	0	-6.3	0.317	0.42	7.12	4.2	0.92	46.2
641	5	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
641	6	0.58	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	227.07
641	7	0.13	0	-7.9	0.266	0.435	4.9	5.5	0.92	56.55
642	1	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
642	2	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
642	3	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
642	4	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
643	1	0.4	0	-8.5	0.324	0.451	5.39	6.3	0.92	180.4
643	2	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
643	3	0.15	0.2	-7	0.188	0.395	4.05	4	0.92	47.4
643	4	0.25	0.2	-7	0.188	0.395	4.05	4	0.92	79
644	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
644	2	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
644	3	0.09	0	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
644	4	0.31	0	-8.5	0.324	0.451	5.39	6.3	0.92	139.81
645	1	0.26	0	-8.5	0.324	0.451	5.39	6.3	0.92	117.26
645	2	0.38	0	-7.9	0.266	0.435	4.9	5.5	0.92	165.3
645	3	0.24	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	97.416
645	4	0.09	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
645	5	0.18	0.4	-7	0.188	0.395	4.05	4	0.92	42.66
645	6	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
646	1	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
646	2	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
646	3	0.7	0	-25	0.365	0.485	5.3	13.1	0.92	339.5
646	4	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
646	5	0.6	0	-7.9	0.266	0.435	4.9	5.5	0.92	261
647	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
647	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
647	3	0.34	0	-25	0.365	0.485	5.3	13.1	0.92	164.9
647	4	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
647	5	0.31	0	-25	0.365	0.485	5.3	13.1	0.92	150.35
647	6	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
648	1	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
648	2	0.05	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
648	3	0.2	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	65.6
648	4	0.45	0.2	-7	0.188	0.395	4.05	4	0.92	142.2
648	5	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
649	1	0.35	0.2	-25	0.365	0.485	5.3	13.1	0.92	135.8
649	2	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
649	3	0.1	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	33.6
649	4	0.5	0.1	-3.7	0.358	0.426	10.4	2.9	0.93	191.7
649	5	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
650	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
650	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
650	3	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
650	4	0.25	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	90.2
650	5	0.3	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
650	6	0.4	0.6	-6	0.397	0.477	7.75	4.9	0.92	76.32
651	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
651	2	0.08	0.1	-25	0.365	0.485	5.3	13.1	0.92	34.92
651	3	0.22	0.1	-25	0.365	0.485	5.3	13.1	0.92	96.03
651	4	0.2	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
651	5	0.4	0.4	-6.3	0.317	0.42	7.12	4.2	0.92	100.8
651	6	0.3	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	12.3
652	1	0.17	0.1	-25	0.365	0.485	5.3	13.1	0.92	74.205
652	2	0.18	0.1	-25	0.365	0.485	5.3	13.1	0.92	78.57
652	3	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
652	4	0.2	0.1	-6	0.397	0.477	7.75	4.9	0.92	85.86
652	5	0.5	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	174
652	6	0.55	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	191.4
652	7	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
653	1	0.27	0.2	-25	0.365	0.485	5.3	13.1	0.92	104.76
653	2	0.13	0.1	-25	0.365	0.485	5.3	13.1	0.92	56.745
653	3	0.05	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	13.05
653	4	0.45	0.1	-7	0.188	0.395	4.05	4	0.92	159.975
653	5	0.3	0.2	-7	0.188	0.395	4.05	4	0.92	94.8
654	1	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
654	2	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
654	3	0.15	0.2	-7.7	0.425	0.482	11.4	4.3	0.94	57.84
654	4	0.3	0.4	-7.7	0.425	0.482	11.4	4.3	0.94	86.76
654	5	0.2	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
656	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
656	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
656	3	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
656	4	0.45	0.1	-25	0.365	0.485	5.3	13.1	0.92	196.425
656	5	0.4	0.6	-7	0.188	0.395	4.05	4	0.92	63.2
657	1	0.04	0.1	-25	0.365	0.485	5.3	13.1	0.92	17.46
657	2	0.11	0.1	-25	0.365	0.485	5.3	13.1	0.92	48.015
657	3	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
657	4	0.2	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	65.6
657	5	0.25	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	82
657	6	0.45	0.4	-7	0.188	0.395	4.05	4	0.92	106.65
658	1	0.85	0.3	-25	0.365	0.485	5.3	13.1	0.92	288.575
659	1	0.08	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
659	2	0.22	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	76.56
659	3	0.25	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	41
661	1	0.08	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	26.24
661	2	0.12	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	39.36
661	3	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
661	4	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
661	5	0.55	0.1	-7	0.188	0.395	4.05	4	0.92	195.525
662	1	0.06	0.2	-7	0.188	0.395	4.05	4	0.92	18.96
662	2	0.14	0.4	-7	0.188	0.395	4.05	4	0.92	33.18
662	3	0.25	0.4	-7	0.188	0.395	4.05	4	0.92	59.25
662	4	0.55	0.4	-7	0.188	0.395	4.05	4	0.92	130.35
662	5	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
663	1	0.03	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	7.83
663	2	0.07	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	18.27
663	3	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
663	4	0.2	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	8.2
663	5	0.2	0.9	-7	0.188	0.395	4.05	4	0.92	7.9
664	1	0.3	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	110.7
664	2	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
664	3	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
664	4	0.5	0.1	-7	0.188	0.395	4.05	4	0.92	177.75
665	1	0.37	0	-25	0.365	0.485	5.3	13.1	0.92	179.45
665	2	0.33	0	-25	0.365	0.485	5.3	13.1	0.92	160.05
665	3	0.5	0.1	-25	0.365	0.485	5.3	13.1	0.92	218.25
666	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
666	2	0.55	0	-25	0.365	0.485	5.3	13.1	0.92	266.75
666	3	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
666	4	0.7	0	-25	0.365	0.485	5.3	13.1	0.92	339.5
667	1	0.06	0.2	-25	0.365	0.485	5.3	13.1	0.92	23.28
667	2	0.54	0.2	-25	0.365	0.485	5.3	13.1	0.92	209.52
667	3	0.05	0.1	-25	0.365	0.485	5.3	13.1	0.92	21.825
667	4	0.55	0.4	-7.7	0.425	0.482	11.4	4.3	0.94	159.06
668	1	0.03	0.2	-7	0.188	0.395	4.05	4	0.92	9.48
668	2	1.17	0.2	-7	0.188	0.395	4.05	4	0.92	369.72
669	1	0.04	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	6.56
669	2	1.16	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	190.24
670	1	0.1	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	16.4
670	2	1.1	0.9	-7	0.188	0.395	4.05	4	0.92	43.45
671	1	0.33	0	-25	0.365	0.485	5.3	13.1	0.92	160.05
671	2	0.44	0	-25	0.365	0.485	5.3	13.1	0.92	213.4
671	3	0.16	0	-25	0.365	0.485	5.3	13.1	0.92	77.6
671	4	0.11	0	-25	0.365	0.485	5.3	13.1	0.92	53.35
671	5	0.16	0	-25	0.365	0.485	5.3	13.1	0.92	77.6
671	6	0.22	0	-25	0.365	0.485	5.3	13.1	0.92	106.7
671	7	0.18	0	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
672	1	0.32	0	-25	0.365	0.485	5.3	13.1	0.92	155.2
672	2	0.12	0	-25	0.365	0.485	5.3	13.1	0.92	58.2
672	3	0.19	0	-8.5	0.324	0.451	5.39	6.3	0.92	85.69
672	4	0.11	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	38.28
672	5	0.41	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	151.29
673	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
673	2	0.08	0.1	-25	0.365	0.485	5.3	13.1	0.92	34.92
673	3	0.18	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	73.062
673	4	0.18	0	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
673	5	0.14	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	36.54
673	6	0.12	0.4	-7	0.188	0.395	4.05	4	0.92	28.44
673	7	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
674	1	0.22	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	86.13
674	2	0.18	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	70.47
674	3	0.07	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	22.96
674	4	0.18	0	-7	0.188	0.395	4.05	4	0.92	71.1
674	5	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
675	1	0.07	0	-25	0.365	0.485	5.3	13.1	0.92	33.95
675	2	0.21	0	-25	0.365	0.485	5.3	13.1	0.92	101.85
675	3	0.22	0.1	-25	0.365	0.485	5.3	13.1	0.92	96.03
675	4	0.08	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	32.472
675	5	0.12	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	46.98
675	6	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
676	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
676	2	0.32	0	-25	0.365	0.485	5.3	13.1	0.92	155.2
676	3	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
676	4	0.23	0	-7	0.188	0.395	4.05	4	0.92	90.85
676	5	0.35	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	129.15
677	1	0.06	0	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
677	2	0.47	0	-7.9	0.266	0.435	4.9	5.5	0.92	204.45
677	3	0.37	0.1	-7	0.188	0.395	4.05	4	0.92	131.535
678	1	0.08	0	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
678	2	0.19	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	74.385
678	3	0.11	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	38.28
